psgc10,psgc9,name,level,city_class,income_class,province,region,old_names
1402702000,142702000,Hungduan,Mun,,4th,Ifugao,Cordillera Administrative Region (CAR),
1402703000,142703000,Kiangan,Mun,,4th,Ifugao,Cordillera Administrative Region (CAR),
1402704000,142704000,Lagawe ,Mun,,4th,Ifugao,Cordillera Administrative Region (CAR),
1402705000,142705000,Lamut,Mun,,4th,Ifugao,Cordillera Administrative Region (CAR),
1402706000,142706000,Mayoyao,Mun,,4th,Ifugao,Cordillera Administrative Region (CAR),
1402707000,142707000,Alfonso Lista,Mun,,3rd,Ifugao,Cordillera Administrative Region (CAR),Potia
1402708000,142708000,Aguinaldo,Mun,,2nd,Ifugao,Cordillera Administrative Region (CAR),
1402709000,142709000,Hingyon,Mun,,5th,Ifugao,Cordillera Administrative Region (CAR),
1402710000,142710000,Tinoc,Mun,,4th,Ifugao,Cordillera Administrative Region (CAR),
1402711000,142711000,Asipulo,Mun,,5th,Ifugao,Cordillera Administrative Region (CAR),
1403201000,143201000,Balbalan,Mun,,3rd,Kalinga,Cordillera Administrative Region (CAR),
1403206000,143206000,Lubuagan,Mun,,4th,Kalinga,Cordillera Administrative Region (CAR),
1403208000,143208000,Pasil,Mun,,5th,Kalinga,Cordillera Administrative Region (CAR),
1403209000,143209000,Pinukpuk,Mun,,1st,Kalinga,Cordillera Administrative Region (CAR),
1403211000,143211000,Rizal,Mun,,4th,Kalinga,Cordillera Administrative Region (CAR),Liwan
1403213000,143213000,City of Tabuk ,City,CC,5th,Kalinga,Cordillera Administrative Region (CAR),
1403214000,143214000,Tanudan,Mun,,4th,Kalinga,Cordillera Administrative Region (CAR),
1403215000,143215000,Tinglayan,Mun,,4th,Kalinga,Cordillera Administrative Region (CAR),
1404401000,144401000,Barlig,Mun,,5th,Mountain Province,Cordillera Administrative Region (CAR),
1404402000,144402000,Bauko,Mun,,4th,Mountain Province,Cordillera Administrative Region (CAR),
1404403000,144403000,Besao,Mun,,5th,Mountain Province,Cordillera Administrative Region (CAR),
1404404000,144404000,Bontoc ,Mun,,2nd,Mountain Province,Cordillera Administrative Region (CAR),
1404405000,144405000,Natonin,Mun,,4th,Mountain Province,Cordillera Administrative Region (CAR),
1404406000,144406000,Paracelis,Mun,,2nd,Mountain Province,Cordillera Administrative Region (CAR),
1404407000,144407000,Sabangan,Mun,,5th,Mountain Province,Cordillera Administrative Region (CAR),
1404408000,144408000,Sadanga,Mun,,5th,Mountain Province,Cordillera Administrative Region (CAR),
1404409000,144409000,Sagada,Mun,,5th,Mountain Province,Cordillera Administrative Region (CAR),
1404410000,144410000,Tadian,Mun,,4th,Mountain Province,Cordillera Administrative Region (CAR),
1408101000,148101000,Calanasan,Mun,,1st,Apayao,Cordillera Administrative Region (CAR),Bayag
1408102000,148102000,Conner,Mun,,2nd,Apayao,Cordillera Administrative Region (CAR),
1408103000,148103000,Flora,Mun,,3rd,Apayao,Cordillera Administrative Region (CAR),
1408104000,148104000,Kabugao ,Mun,,1st,Apayao,Cordillera Administrative Region (CAR),
1408105000,148105000,Luna,Mun,,2nd,Apayao,Cordillera Administrative Region (CAR),
1408106000,148106000,Pudtol,Mun,,4th,Apayao,Cordillera Administrative Region (CAR),
1408107000,148107000,Santa Marcela,Mun,,4th,Apayao,Cordillera Administrative Region (CAR),
1430300000,141102000,City of Baguio,City,HUC,1st,Cordillera Administrative Region (CAR),Cordillera Administrative Region (CAR),
0102801000,012801000,Adams,Mun,,5th,Ilocos Norte,Region I (Ilocos Region),
0102802000,012802000,Bacarra,Mun,,3rd,Ilocos Norte,Region I (Ilocos Region),
0102803000,012803000,Badoc,Mun,,3rd,Ilocos Norte,Region I (Ilocos Region),
0102804000,012804000,Bangui,Mun,,4th,Ilocos Norte,Region I (Ilocos Region),
0102805000,012805000,City of Batac,City,CC,5th,Ilocos Norte,Region I (Ilocos Region),
0102806000,012806000,Burgos,Mun,,5th,Ilocos Norte,Region I (Ilocos Region),
0102807000,012807000,Carasi,Mun,,5th,Ilocos Norte,Region I (Ilocos Region),
0102808000,012808000,Currimao,Mun,,4th,Ilocos Norte,Region I (Ilocos Region),
0102809000,012809000,Dingras,Mun,,2nd,Ilocos Norte,Region I (Ilocos Region),
0102810000,012810000,Dumalneg,Mun,,5th,Ilocos Norte,Region I (Ilocos Region),
0102811000,012811000,Banna,Mun,,4th,Ilocos Norte,Region I (Ilocos Region),Espiritu
0102812000,012812000,City of Laoag ,City,CC,3rd,Ilocos Norte,Region I (Ilocos Region),
0102813000,012813000,Marcos,Mun,,4th,Ilocos Norte,Region I (Ilocos Region),
0102814000,012814000,Nueva Era,Mun,,3rd,Ilocos Norte,Region I (Ilocos Region),
0102815000,012815000,Pagudpud,Mun,,4th,Ilocos Norte,Region I (Ilocos Region),
0102816000,012816000,Paoay,Mun,,4th,Ilocos Norte,Region I (Ilocos Region),
0102817000,012817000,Pasuquin,Mun,,3rd,Ilocos Norte,Region I (Ilocos Region),
0102818000,012818000,Piddig,Mun,,3rd,Ilocos Norte,Region I (Ilocos Region),
0102819000,012819000,Pinili,Mun,,3rd,Ilocos Norte,Region I (Ilocos Region),
0102820000,012820000,San Nicolas,Mun,,2nd,Ilocos Norte,Region I (Ilocos Region),
0102821000,012821000,Sarrat,Mun,,4th,Ilocos Norte,Region I (Ilocos Region),
0102822000,012822000,Solsona,Mun,,3rd,Ilocos Norte,Region I (Ilocos Region),
0102823000,012823000,Vintar,Mun,,1st,Ilocos Norte,Region I (Ilocos Region),
0102901000,012901000,Alilem,Mun,,4th,Ilocos Sur,Region I (Ilocos Region),
0102902000,012902000,Banayoyo,Mun,,4th,Ilocos Sur,Region I (Ilocos Region),
0102903000,012903000,Bantay,Mun,,3rd,Ilocos Sur,Region I (Ilocos Region),
0102904000,012904000,Burgos,Mun,,4th,Ilocos Sur,Region I (Ilocos Region),
0102905000,012905000,Cabugao,Mun,,1st,Ilocos Sur,Region I (Ilocos Region),
0102906000,012906000,City of Candon,City,CC,4th,Ilocos Sur,Region I (Ilocos Region),
0102907000,012907000,Caoayan,Mun,,4th,Ilocos Sur,Region I (Ilocos Region),
0102908000,012908000,Cervantes,Mun,,4th,Ilocos Sur,Region I (Ilocos Region),
0102909000,012909000,Galimuyod,Mun,,4th,Ilocos Sur,Region I (Ilocos Region),
0102910000,012910000,Gregorio del Pilar,Mun,,5th,Ilocos Sur,Region I (Ilocos Region),Concepcion
0102911000,012911000,Lidlidda,Mun,,5th,Ilocos Sur,Region I (Ilocos Region),
0102912000,012912000,Magsingal,Mun,,3rd,Ilocos Sur,Region I (Ilocos Region),
0102913000,012913000,Nagbukel,Mun,,5th,Ilocos Sur,Region I (Ilocos Region),
0102914000,012914000,Narvacan,Mun,,2nd,Ilocos Sur,Region I (Ilocos Region),
0102915000,012915000,Quirino,Mun,,4th,Ilocos Sur,Region I (Ilocos Region),Angkaki
0102916000,012916000,Salcedo,Mun,,4th,Ilocos Sur,Region I (Ilocos Region),Baugen
0102917000,012917000,San Emilio,Mun,,4th,Ilocos Sur,Region I (Ilocos Region),
0102918000,012918000,San Esteban,Mun,,5th,Ilocos Sur,Region I (Ilocos Region),
0102919000,012919000,San Ildefonso,Mun,,5th,Ilocos Sur,Region I (Ilocos Region),
0102920000,012920000,San Juan,Mun,,3rd,Ilocos Sur,Region I (Ilocos Region),Lapog
0102921000,012921000,San Vicente,Mun,,5th,Ilocos Sur,Region I (Ilocos Region),
0102922000,012922000,Santa,Mun,,4th,Ilocos Sur,Region I (Ilocos Region),
0102923000,012923000,Santa Catalina,Mun,,5th,Ilocos Sur,Region I (Ilocos Region),
0102924000,012924000,Santa Cruz,Mun,,1st,Ilocos Sur,Region I (Ilocos Region),
0102925000,012925000,Santa Lucia,Mun,,3rd,Ilocos Sur,Region I (Ilocos Region),
0102926000,012926000,Santa Maria,Mun,,3rd,Ilocos Sur,Region I (Ilocos Region),
0102927000,012927000,Santiago,Mun,,4th,Ilocos Sur,Region I (Ilocos Region),
0102928000,012928000,Santo Domingo,Mun,,3rd,Ilocos Sur,Region I (Ilocos Region),
0102929000,012929000,Sigay,Mun,,5th,Ilocos Sur,Region I (Ilocos Region),
0102930000,012930000,Sinait,Mun,,3rd,Ilocos Sur,Region I (Ilocos Region),
0102931000,012931000,Sugpon,Mun,,5th,Ilocos Sur,Region I (Ilocos Region),
0102932000,012932000,Suyo,Mun,,4th,Ilocos Sur,Region I (Ilocos Region),
0102933000,012933000,Tagudin,Mun,,2nd,Ilocos Sur,Region I (Ilocos Region),
0102934000,012934000,City of Vigan ,City,CC,4th,Ilocos Sur,Region I (Ilocos Region),
0103301000,013301000,Agoo,Mun,,1st,La Union,Region I (Ilocos Region),
0103302000,013302000,Aringay,Mun,,2nd,La Union,Region I (Ilocos Region),
0103303000,013303000,Bacnotan,Mun,,1st,La Union,Region I (Ilocos Region),
0103304000,013304000,Bagulin,Mun,,5th,La Union,Region I (Ilocos Region),
0103305000,013305000,Balaoan,Mun,,1st,La Union,Region I (Ilocos Region),
0103306000,013306000,Bangar,Mun,,3rd,La Union,Region I (Ilocos Region),
0103307000,013307000,Bauang,Mun,,1st,La Union,Region I (Ilocos Region),
0103308000,013308000,Burgos,Mun,,5th,La Union,Region I (Ilocos Region),
0103309000,013309000,Caba,Mun,,4th,La Union,Region I (Ilocos Region),
0103310000,013310000,Luna,Mun,,3rd,La Union,Region I (Ilocos Region),
0103311000,013311000,Naguilian,Mun,,1st,La Union,Region I (Ilocos Region),
0103312000,013312000,Pugo,Mun,,5th,La Union,Region I (Ilocos Region),
0103313000,013313000,Rosario,Mun,,1st,La Union,Region I (Ilocos Region),
0103314000,013314000,City of San Fernando ,City,CC,3rd,La Union,Region I (Ilocos Region),
0103315000,013315000,San Gabriel,Mun,,4th,La Union,Region I (Ilocos Region),
0103316000,013316000,San Juan,Mun,,2nd,La Union,Region I (Ilocos Region),
0103317000,013317000,Santo Tomas,Mun,,4th,La Union,Region I (Ilocos Region),
0103318000,013318000,Santol,Mun,,4th,La Union,Region I (Ilocos Region),
0103319000,013319000,Sudipen,Mun,,4th,La Union,Region I (Ilocos Region),
0103320000,013320000,Tubao,Mun,,4th,La Union,Region I (Ilocos Region),
0105501000,015501000,Agno,Mun,,3rd,Pangasinan,Region I (Ilocos Region),
0105502000,015502000,Aguilar,Mun,,3rd,Pangasinan,Region I (Ilocos Region),
0105503000,015503000,City of Alaminos,City,CC,4th,Pangasinan,Region I (Ilocos Region),
0105504000,015504000,Alcala,Mun,,3rd,Pangasinan,Region I (Ilocos Region),
0105505000,015505000,Anda,Mun,,3rd,Pangasinan,Region I (Ilocos Region),
0105506000,015506000,Asingan,Mun,,2nd,Pangasinan,Region I (Ilocos Region),
0105507000,015507000,Balungao,Mun,,4th,Pangasinan,Region I (Ilocos Region),
0105508000,015508000,Bani,Mun,,2nd,Pangasinan,Region I (Ilocos Region),
0105509000,015509000,Basista,Mun,,4th,Pangasinan,Region I (Ilocos Region),
0105510000,015510000,Bautista,Mun,,4th,Pangasinan,Region I (Ilocos Region),
0105511000,015511000,Bayambang,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105512000,015512000,Binalonan,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105513000,015513000,Binmaley,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105514000,015514000,Bolinao,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105515000,015515000,Bugallon,Mun,,2nd,Pangasinan,Region I (Ilocos Region),
0105516000,015516000,Burgos,Mun,,4th,Pangasinan,Region I (Ilocos Region),
0105517000,015517000,Calasiao,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105518000,015518000,City of Dagupan,City,ICC,2nd,Pangasinan,Region I (Ilocos Region),
0105519000,015519000,Dasol,Mun,,3rd,Pangasinan,Region I (Ilocos Region),
0105520000,015520000,Infanta,Mun,,3rd,Pangasinan,Region I (Ilocos Region),
0105521000,015521000,Labrador,Mun,,4th,Pangasinan,Region I (Ilocos Region),
0105522000,015522000,Lingayen ,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105523000,015523000,Mabini,Mun,,3rd,Pangasinan,Region I (Ilocos Region),
0105524000,015524000,Malasiqui,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105525000,015525000,Manaoag,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105526000,015526000,Mangaldan,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105527000,015527000,Mangatarem,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105528000,015528000,Mapandan,Mun,,3rd,Pangasinan,Region I (Ilocos Region),
0105529000,015529000,Natividad,Mun,,4th,Pangasinan,Region I (Ilocos Region),
0105530000,015530000,Pozorrubio,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105531000,015531000,Rosales,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105532000,015532000,City of San Carlos,City,CC,3rd,Pangasinan,Region I (Ilocos Region),
0105533000,015533000,San Fabian,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105534000,015534000,San Jacinto,Mun,,3rd,Pangasinan,Region I (Ilocos Region),
0105535000,015535000,San Manuel,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105536000,015536000,San Nicolas,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105537000,015537000,San Quintin,Mun,,3rd,Pangasinan,Region I (Ilocos Region),
0105538000,015538000,Santa Barbara,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105539000,015539000,Santa Maria,Mun,,4th,Pangasinan,Region I (Ilocos Region),
0105540000,015540000,Santo Tomas,Mun,,5th,Pangasinan,Region I (Ilocos Region),
0105541000,015541000,Sison,Mun,,3rd,Pangasinan,Region I (Ilocos Region),
0105542000,015542000,Sual,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105543000,015543000,Tayug,Mun,,3rd,Pangasinan,Region I (Ilocos Region),
0105544000,015544000,Umingan,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105545000,015545000,Urbiztondo,Mun,,3rd,Pangasinan,Region I (Ilocos Region),
0105546000,015546000,City of Urdaneta,City,CC,2nd,Pangasinan,Region I (Ilocos Region),
0105547000,015547000,Villasis,Mun,,1st,Pangasinan,Region I (Ilocos Region),
0105548000,015548000,Laoac,Mun,,4th,Pangasinan,Region I (Ilocos Region),
0200901000,020901000,Basco ,Mun,,5th,Batanes,Region II (Cagayan Valley),
0200902000,020902000,Itbayat,Mun,,5th,Batanes,Region II (Cagayan Valley),
0200903000,020903000,Ivana,Mun,,6th,Batanes,Region II (Cagayan Valley),
0200904000,020904000,Mahatao,Mun,,6th,Batanes,Region II (Cagayan Valley),
0200905000,020905000,Sabtang,Mun,,6th,Batanes,Region II (Cagayan Valley),
0200906000,020906000,Uyugan,Mun,,6th,Batanes,Region II (Cagayan Valley),
0201501000,021501000,Abulug,Mun,,3rd,Cagayan,Region II (Cagayan Valley),
0201502000,021502000,Alcala,Mun,,3rd,Cagayan,Region II (Cagayan Valley),
0201503000,021503000,Allacapan,Mun,,3rd,Cagayan,Region II (Cagayan Valley),
0201504000,021504000,Amulung,Mun,,2nd,Cagayan,Region II (Cagayan Valley),
0201505000,021505000,Aparri,Mun,,1st,Cagayan,Region II (Cagayan Valley),
0201506000,021506000,Baggao,Mun,,1st,Cagayan,Region II (Cagayan Valley),
0201507000,021507000,Ballesteros,Mun,,4th,Cagayan,Region II (Cagayan Valley),
0201508000,021508000,Buguey,Mun,,3rd,Cagayan,Region II (Cagayan Valley),
0201509000,021509000,Calayan,Mun,,3rd,Cagayan,Region II (Cagayan Valley),
0201510000,021510000,Camalaniugan,Mun,,4th,Cagayan,Region II (Cagayan Valley),
0201511000,021511000,Claveria,Mun,,3rd,Cagayan,Region II (Cagayan Valley),
0201512000,021512000,Enrile,Mun,,3rd,Cagayan,Region II (Cagayan Valley),
0201513000,021513000,Gattaran,Mun,,1st,Cagayan,Region II (Cagayan Valley),
0201514000,021514000,Gonzaga,Mun,,1st,Cagayan,Region II (Cagayan Valley),
0201515000,021515000,Iguig,Mun,,4th,Cagayan,Region II (Cagayan Valley),
0201516000,021516000,Lal-Lo,Mun,,1st,Cagayan,Region II (Cagayan Valley),
0201517000,021517000,Lasam,Mun,,3rd,Cagayan,Region II (Cagayan Valley),
0201518000,021518000,Pamplona,Mun,,4th,Cagayan,Region II (Cagayan Valley),
0201519000,021519000,Peñablanca,Mun,,1st,Cagayan,Region II (Cagayan Valley),
0201520000,021520000,Piat,Mun,,4th,Cagayan,Region II (Cagayan Valley),
0201521000,021521000,Rizal,Mun,,5th,Cagayan,Region II (Cagayan Valley),
0201522000,021522000,Sanchez-Mira,Mun,,3rd,Cagayan,Region II (Cagayan Valley),
0201523000,021523000,Santa Ana,Mun,,2nd,Cagayan,Region II (Cagayan Valley),
0201524000,021524000,Santa Praxedes,Mun,,5th,Cagayan,Region II (Cagayan Valley),
0201525000,021525000,Santa Teresita,Mun,,4th,Cagayan,Region II (Cagayan Valley),
0201526000,021526000,Santo Niño,Mun,,2nd,Cagayan,Region II (Cagayan Valley),Faire
0201527000,021527000,Solana,Mun,,1st,Cagayan,Region II (Cagayan Valley),
0201528000,021528000,Tuao,Mun,,1st,Cagayan,Region II (Cagayan Valley),
0201529000,021529000,Tuguegarao City ,City,CC,3rd,Cagayan,Region II (Cagayan Valley),
0203101000,023101000,Alicia,Mun,,1st,Isabela,Region II (Cagayan Valley),
0203102000,023102000,Angadanan,Mun,,3rd,Isabela,Region II (Cagayan Valley),
0203103000,023103000,Aurora,Mun,,3rd,Isabela,Region II (Cagayan Valley),
0203104000,023104000,Benito Soliven,Mun,,4th,Isabela,Region II (Cagayan Valley),
0203105000,023105000,Burgos,Mun,,4th,Isabela,Region II (Cagayan Valley),
0203106000,023106000,Cabagan,Mun,,1st,Isabela,Region II (Cagayan Valley),
0203107000,023107000,Cabatuan,Mun,,3rd,Isabela,Region II (Cagayan Valley),
0203108000,023108000,City of Cauayan,City,CC,3rd,Isabela,Region II (Cagayan Valley),
0203109000,023109000,Cordon,Mun,,3rd,Isabela,Region II (Cagayan Valley),
0203110000,023110000,Dinapigue,Mun,,1st,Isabela,Region II (Cagayan Valley),
0203111000,023111000,Divilacan,Mun,,2nd,Isabela,Region II (Cagayan Valley),
0203112000,023112000,Echague,Mun,,1st,Isabela,Region II (Cagayan Valley),
0203113000,023113000,Gamu,Mun,,4th,Isabela,Region II (Cagayan Valley),
0203114000,023114000,City of Ilagan ,City,CC,1st (as Mun),Isabela,Region II (Cagayan Valley),
0203115000,023115000,Jones,Mun,,1st,Isabela,Region II (Cagayan Valley),
0203116000,023116000,Luna,Mun,,5th,Isabela,Region II (Cagayan Valley),
0203117000,023117000,Maconacon,Mun,,3rd,Isabela,Region II (Cagayan Valley),
0203118000,023118000,Delfin Albano,Mun,,4th,Isabela,Region II (Cagayan Valley),Magsaysay
0203119000,023119000,Mallig,Mun,,4th,Isabela,Region II (Cagayan Valley),
0203120000,023120000,Naguilian,Mun,,4th,Isabela,Region II (Cagayan Valley),
0203121000,023121000,Palanan,Mun,,1st,Isabela,Region II (Cagayan Valley),
0203122000,023122000,Quezon,Mun,,4th,Isabela,Region II (Cagayan Valley),
0203123000,023123000,Quirino,Mun,,4th,Isabela,Region II (Cagayan Valley),
0203124000,023124000,Ramon,Mun,,2nd,Isabela,Region II (Cagayan Valley),
0203125000,023125000,Reina Mercedes,Mun,,4th,Isabela,Region II (Cagayan Valley),
0203126000,023126000,Roxas,Mun,,1st,Isabela,Region II (Cagayan Valley),
0203127000,023127000,San Agustin,Mun,,3rd,Isabela,Region II (Cagayan Valley),
0203128000,023128000,San Guillermo,Mun,,4th,Isabela,Region II (Cagayan Valley),
0203129000,023129000,San Isidro,Mun,,5th,Isabela,Region II (Cagayan Valley),
0203130000,023130000,San Manuel,Mun,,4th,Isabela,Region II (Cagayan Valley),
0203131000,023131000,San Mariano,Mun,,1st,Isabela,Region II (Cagayan Valley),
0203132000,023132000,San Mateo,Mun,,1st,Isabela,Region II (Cagayan Valley),
0203133000,023133000,San Pablo,Mun,,2nd,Isabela,Region II (Cagayan Valley),
0203134000,023134000,Santa Maria,Mun,,4th,Isabela,Region II (Cagayan Valley),
0203135000,023135000,City of Santiago,City,ICC,1st,Isabela,Region II (Cagayan Valley),
0203136000,023136000,Santo Tomas,Mun,,4th,Isabela,Region II (Cagayan Valley),
0203137000,023137000,Tumauini,Mun,,1st,Isabela,Region II (Cagayan Valley),
0205001000,025001000,Ambaguio,Mun,,5th,Nueva Vizcaya,Region II (Cagayan Valley),
0205002000,025002000,Aritao,Mun,,2nd,Nueva Vizcaya,Region II (Cagayan Valley),
0205003000,025003000,Bagabag,Mun,,2nd,Nueva Vizcaya,Region II (Cagayan Valley),
0205004000,025004000,Bambang,Mun,,1st,Nueva Vizcaya,Region II (Cagayan Valley),
0205005000,025005000,Bayombong ,Mun,,1st,Nueva Vizcaya,Region II (Cagayan Valley),
0205006000,025006000,Diadi,Mun,,4th,Nueva Vizcaya,Region II (Cagayan Valley),
0205007000,025007000,Dupax del Norte,Mun,,3rd,Nueva Vizcaya,Region II (Cagayan Valley),
0205008000,025008000,Dupax del Sur,Mun,,2nd,Nueva Vizcaya,Region II (Cagayan Valley),
0205009000,025009000,Kasibu,Mun,,3rd,Nueva Vizcaya,Region II (Cagayan Valley),
0205010000,025010000,Kayapa,Mun,,3rd,Nueva Vizcaya,Region II (Cagayan Valley),
0205011000,025011000,Quezon,Mun,,4th,Nueva Vizcaya,Region II (Cagayan Valley),
0205012000,025012000,Santa Fe,Mun,,3rd,Nueva Vizcaya,Region II (Cagayan Valley),
0205013000,025013000,Solano,Mun,,1st,Nueva Vizcaya,Region II (Cagayan Valley),
0205014000,025014000,Villaverde,Mun,,5th,Nueva Vizcaya,Region II (Cagayan Valley),
0205015000,025015000,Alfonso Castaneda,Mun,,1st,Nueva Vizcaya,Region II (Cagayan Valley),
0205701000,025701000,Aglipay,Mun,,3rd,Quirino,Region II (Cagayan Valley),
0205702000,025702000,Cabarroguis ,Mun,,3rd,Quirino,Region II (Cagayan Valley),
0205703000,025703000,Diffun,Mun,,2nd,Quirino,Region II (Cagayan Valley),
0205704000,025704000,Maddela,Mun,,1st,Quirino,Region II (Cagayan Valley),
0205705000,025705000,Saguday,Mun,,5th,Quirino,Region II (Cagayan Valley),
0205706000,025706000,Nagtipunan,Mun,,1st,Quirino,Region II (Cagayan Valley),
0300801000,030801000,Abucay,Mun,,3rd,Bataan,Region III (Central Luzon),
0300802000,030802000,Bagac,Mun,,3rd,Bataan,Region III (Central Luzon),
0300803000,030803000,City of Balanga ,City,CC,4th,Bataan,Region III (Central Luzon),
0300804000,030804000,Dinalupihan,Mun,,1st,Bataan,Region III (Central Luzon),
0300805000,030805000,Hermosa,Mun,,1st,Bataan,Region III (Central Luzon),
0300806000,030806000,Limay,Mun,,1st,Bataan,Region III (Central Luzon),
0300807000,030807000,Mariveles,Mun,,1st,Bataan,Region III (Central Luzon),
0300808000,030808000,Morong,Mun,,3rd,Bataan,Region III (Central Luzon),
0300809000,030809000,Orani,Mun,,3rd,Bataan,Region III (Central Luzon),
0300810000,030810000,Orion,Mun,,2nd,Bataan,Region III (Central Luzon),
0300811000,030811000,Pilar,Mun,,3rd,Bataan,Region III (Central Luzon),
0300812000,030812000,Samal,Mun,,4th,Bataan,Region III (Central Luzon),
0301401000,031401000,Angat,Mun,,1st,Bulacan,Region III (Central Luzon),
0301402000,031402000,Balagtas,Mun,,1st,Bulacan,Region III (Central Luzon),Bigaa
0301403000,031403000,City of Baliwag,City,CC,1st (as Mun),Bulacan,Region III (Central Luzon),
0301404000,031404000,Bocaue,Mun,,1st,Bulacan,Region III (Central Luzon),
0301405000,031405000,Bulacan,Mun,,1st,Bulacan,Region III (Central Luzon),
0301406000,031406000,Bustos,Mun,,2nd,Bulacan,Region III (Central Luzon),
0301407000,031407000,Calumpit,Mun,,1st,Bulacan,Region III (Central Luzon),
0301408000,031408000,Guiguinto,Mun,,1st,Bulacan,Region III (Central Luzon),
0301409000,031409000,Hagonoy,Mun,,1st,Bulacan,Region III (Central Luzon),
0301410000,031410000,City of Malolos ,City,CC,3rd,Bulacan,Region III (Central Luzon),
0301411000,031411000,Marilao,Mun,,1st,Bulacan,Region III (Central Luzon),
0301412000,031412000,City of Meycauayan,City,CC,3rd,Bulacan,Region III (Central Luzon),
0301413000,031413000,Norzagaray,Mun,,1st,Bulacan,Region III (Central Luzon),
0301414000,031414000,Obando,Mun,,2nd,Bulacan,Region III (Central Luzon),
0301415000,031415000,Pandi,Mun,,2nd,Bulacan,Region III (Central Luzon),
0301416000,031416000,Paombong,Mun,,3rd,Bulacan,Region III (Central Luzon),
0301417000,031417000,Plaridel,Mun,,1st,Bulacan,Region III (Central Luzon),
0301418000,031418000,Pulilan,Mun,,1st,Bulacan,Region III (Central Luzon),
0301419000,031419000,San Ildefonso,Mun,,1st,Bulacan,Region III (Central Luzon),
0301420000,031420000,City of San Jose Del Monte,City,CC,1st,Bulacan,Region III (Central Luzon),
0301421000,031421000,San Miguel,Mun,,1st,Bulacan,Region III (Central Luzon),
0301422000,031422000,San Rafael,Mun,,1st,Bulacan,Region III (Central Luzon),
0301423000,031423000,Santa Maria,Mun,,1st,Bulacan,Region III (Central Luzon),
0301424000,031424000,Doña Remedios Trinidad,Mun,,1st,Bulacan,Region III (Central Luzon),
0304901000,034901000,Aliaga,Mun,,2nd,Nueva Ecija,Region III (Central Luzon),
0304902000,034902000,Bongabon,Mun,,2nd,Nueva Ecija,Region III (Central Luzon),
0304903000,034903000,City of Cabanatuan,City,CC,1st,Nueva Ecija,Region III (Central Luzon),
0304904000,034904000,Cabiao,Mun,,1st,Nueva Ecija,Region III (Central Luzon),
0304905000,034905000,Carranglan,Mun,,1st,Nueva Ecija,Region III (Central Luzon),
0304906000,034906000,Cuyapo,Mun,,1st,Nueva Ecija,Region III (Central Luzon),
0304907000,034907000,Gabaldon,Mun,,4th,Nueva Ecija,Region III (Central Luzon),Bitulok & Sabani
0304908000,034908000,City of Gapan,City,CC,4th,Nueva Ecija,Region III (Central Luzon),
0304909000,034909000,General Mamerto Natividad,Mun,,3rd,Nueva Ecija,Region III (Central Luzon),
0304910000,034910000,General Tinio,Mun,,1st,Nueva Ecija,Region III (Central Luzon),Papaya
0304911000,034911000,Guimba,Mun,,1st,Nueva Ecija,Region III (Central Luzon),
0304912000,034912000,Jaen,Mun,,2nd,Nueva Ecija,Region III (Central Luzon),
0304913000,034913000,Laur,Mun,,3rd,Nueva Ecija,Region III (Central Luzon),
0304914000,034914000,Licab,Mun,,4th,Nueva Ecija,Region III (Central Luzon),
0304915000,034915000,Llanera,Mun,,4th,Nueva Ecija,Region III (Central Luzon),
0304916000,034916000,Lupao,Mun,,3rd,Nueva Ecija,Region III (Central Luzon),
0304917000,034917000,Science City of Muñoz,City,CC,4th,Nueva Ecija,Region III (Central Luzon),
0304918000,034918000,Nampicuan,Mun,,5th,Nueva Ecija,Region III (Central Luzon),
0304919000,034919000,City of Palayan ,City,CC,5th,Nueva Ecija,Region III (Central Luzon),
0304920000,034920000,Pantabangan,Mun,,1st,Nueva Ecija,Region III (Central Luzon),
0304921000,034921000,Peñaranda,Mun,,4th,Nueva Ecija,Region III (Central Luzon),
0304922000,034922000,Quezon,Mun,,4th,Nueva Ecija,Region III (Central Luzon),
0304923000,034923000,Rizal,Mun,,2nd,Nueva Ecija,Region III (Central Luzon),
0304924000,034924000,San Antonio,Mun,,1st,Nueva Ecija,Region III (Central Luzon),
0304925000,034925000,San Isidro,Mun,,2nd,Nueva Ecija,Region III (Central Luzon),
0304926000,034926000,San Jose City,City,CC,3rd,Nueva Ecija,Region III (Central Luzon),
