year,psgc10,name_src,province_src,match_method,births,deaths,flag,source
2017,,FOREIGN COUNTRY,DINAGAT ISLANDS,unallocated,605.0,583.0,,vital_events_2017.xlsx
2017,,NOT STATED,BATANGAS,unallocated,0.0,1.0,,vital_events_2017.xlsx
2017,,NOT STATED,BOHOL,unallocated,0.0,2.0,,vital_events_2017.xlsx
2017,,NOT STATED,CAMARINES NORTE,unallocated,0.0,1.0,,vital_events_2017.xlsx
2017,,NOT STATED,CAMARINES SUR,unallocated,0.0,1.0,,vital_events_2017.xlsx
2017,,NOT STATED,CAVITE,unallocated,0.0,2.0,,vital_events_2017.xlsx
2017,,NOT STATED,ILOCOS SUR,unallocated,0.0,1.0,,vital_events_2017.xlsx
2017,,NOT STATED,LA UNION,unallocated,0.0,1.0,,vital_events_2017.xlsx
2017,,NOT STATED,LAGUNA,unallocated,0.0,1.0,,vital_events_2017.xlsx
2017,,NOT STATED,LEYTE,unallocated,0.0,2.0,,vital_events_2017.xlsx
2017,,NOT STATED,MAGUINDANAO,unallocated,0.0,1.0,,vital_events_2017.xlsx
2017,,NOT STATED,NATIONAL CAPITAL REGION (NCR),unallocated,0.0,2.0,,vital_events_2017.xlsx
2017,,NOT STATED,NEGROS OCCIDENTAL,unallocated,0.0,1.0,,vital_events_2017.xlsx
2017,,NOT STATED,OCCIDENTAL MINDORO,unallocated,0.0,1.0,,vital_events_2017.xlsx
2017,,NOT STATED,PALAWAN,unallocated,0.0,1.0,,vital_events_2017.xlsx
2017,,NOT STATED,SURIGAO DEL SUR,unallocated,0.0,1.0,,vital_events_2017.xlsx
2017,,NOT STATED,TARLAC,unallocated,0.0,2.0,,vital_events_2017.xlsx
2017,,NOT STATED,ZAMBOANGA SIBUGAY,unallocated,0.0,1.0,,vital_events_2017.xlsx
2017,0102801000,Adams,ILOCOS NORTE,cur:exact,31.0,11.0,,vital_events_2017.xlsx
2017,0102802000,Bacarra,ILOCOS NORTE,cur:exact,396.0,231.0,,vital_events_2017.xlsx
2017,0102803000,Badoc,ILOCOS NORTE,cur:exact,466.0,214.0,,vital_events_2017.xlsx
2017,0102804000,Bangui,ILOCOS NORTE,cur:exact,215.0,112.0,,vital_events_2017.xlsx
2017,0102805000,City of Batac,ILOCOS NORTE,cur:exact,758.0,446.0,,vital_events_2017.xlsx
2017,0102806000,Burgos,ILOCOS NORTE,cur:exact,151.0,81.0,,vital_events_2017.xlsx
2017,0102807000,Carasi,ILOCOS NORTE,cur:exact,21.0,14.0,,vital_events_2017.xlsx
2017,0102808000,Currimao,ILOCOS NORTE,cur:exact,160.0,87.0,,vital_events_2017.xlsx
2017,0102809000,Dingras,ILOCOS NORTE,cur:exact,523.0,293.0,,vital_events_2017.xlsx
2017,0102810000,Dumalneg,ILOCOS NORTE,cur:exact,51.0,16.0,,vital_events_2017.xlsx
2017,0102811000,Banna (Espiritu),ILOCOS NORTE,cur:stripped,251.0,144.0,,vital_events_2017.xlsx
2017,0102812000,Laoag City (Capital),ILOCOS NORTE,cur:exact,1578.0,810.0,,vital_events_2017.xlsx
2017,0102813000,Marcos,ILOCOS NORTE,cur:exact,245.0,143.0,,vital_events_2017.xlsx
2017,0102814000,Nueva Era,ILOCOS NORTE,cur:exact,135.0,50.0,,vital_events_2017.xlsx
2017,0102815000,Pagudpud,ILOCOS NORTE,cur:exact,351.0,164.0,,vital_events_2017.xlsx
2017,0102816000,Paoay,ILOCOS NORTE,cur:exact,319.0,192.0,,vital_events_2017.xlsx
2017,0102817000,Pasuquin,ILOCOS NORTE,cur:exact,450.0,238.0,,vital_events_2017.xlsx
2017,0102818000,Piddig,ILOCOS NORTE,cur:exact,330.0,173.0,,vital_events_2017.xlsx
2017,0102819000,Pinili,ILOCOS NORTE,cur:exact,194.0,148.0,,vital_events_2017.xlsx
2017,0102820000,San Nicolas,ILOCOS NORTE,cur:exact,582.0,291.0,,vital_events_2017.xlsx
2017,0102821000,Sarrat,ILOCOS NORTE,cur:exact,329.0,207.0,,vital_events_2017.xlsx
2017,0102822000,Solsona,ILOCOS NORTE,cur:exact,336.0,163.0,,vital_events_2017.xlsx
2017,0102823000,Vintar,ILOCOS NORTE,cur:exact,407.0,240.0,,vital_events_2017.xlsx
2017,0102901000,Alilem,ILOCOS SUR,cur:exact,92.0,38.0,,vital_events_2017.xlsx
2017,0102902000,Banayoyo,ILOCOS SUR,cur:exact,85.0,54.0,,vital_events_2017.xlsx
2017,0102903000,Bantay,ILOCOS SUR,cur:exact,477.0,234.0,,vital_events_2017.xlsx
2017,0102904000,Burgos,ILOCOS SUR,cur:exact,167.0,87.0,,vital_events_2017.xlsx
2017,0102905000,Cabugao,ILOCOS SUR,cur:exact,602.0,213.0,,vital_events_2017.xlsx
2017,0102906000,City of Candon,ILOCOS SUR,cur:exact,827.0,410.0,,vital_events_2017.xlsx
2017,0102907000,Caoayan,ILOCOS SUR,cur:exact,281.0,137.0,,vital_events_2017.xlsx
2017,0102908000,Cervantes,ILOCOS SUR,cur:exact,291.0,84.0,,vital_events_2017.xlsx
2017,0102909000,Galimuyod,ILOCOS SUR,cur:exact,129.0,75.0,,vital_events_2017.xlsx
2017,0102910000,Gregorio del Pilar (Concepcion),ILOCOS SUR,cur:stripped,54.0,30.0,,vital_events_2017.xlsx
2017,0102911000,Lidlidda,ILOCOS SUR,cur:exact,56.0,25.0,,vital_events_2017.xlsx
2017,0102912000,Magsingal,ILOCOS SUR,cur:exact,465.0,187.0,,vital_events_2017.xlsx
2017,0102913000,Nagbukel,ILOCOS SUR,cur:exact,68.0,29.0,,vital_events_2017.xlsx
2017,0102914000,Narvacan,ILOCOS SUR,cur:exact,622.0,271.0,,vital_events_2017.xlsx
2017,0102915000,Quirino (Angkaki),ILOCOS SUR,cur:stripped,112.0,49.0,,vital_events_2017.xlsx
2017,0102916000,Salcedo (Baugen),ILOCOS SUR,cur:stripped,124.0,76.0,,vital_events_2017.xlsx
2017,0102917000,San Emilio,ILOCOS SUR,cur:exact,91.0,45.0,,vital_events_2017.xlsx
2017,0102918000,San Esteban,ILOCOS SUR,cur:exact,123.0,61.0,,vital_events_2017.xlsx
2017,0102919000,San Ildefonso,ILOCOS SUR,cur:exact,87.0,54.0,,vital_events_2017.xlsx
2017,0102920000,San Juan (Lapog),ILOCOS SUR,cur:stripped,365.0,179.0,,vital_events_2017.xlsx
2017,0102921000,San Vicente,ILOCOS SUR,cur:exact,189.0,88.0,,vital_events_2017.xlsx
2017,0102922000,Santa,ILOCOS SUR,cur:exact,189.0,138.0,,vital_events_2017.xlsx
2017,0102923000,Santa Catalina,ILOCOS SUR,cur:exact,171.0,96.0,,vital_events_2017.xlsx
2017,0102924000,Santa Cruz,ILOCOS SUR,cur:exact,523.0,260.0,,vital_events_2017.xlsx
2017,0102925000,Santa Lucia,ILOCOS SUR,cur:exact,343.0,151.0,,vital_events_2017.xlsx
2017,0102926000,Santa Maria,ILOCOS SUR,cur:exact,396.0,200.0,,vital_events_2017.xlsx
2017,0102927000,Santiago,ILOCOS SUR,cur:exact,254.0,112.0,,vital_events_2017.xlsx
2017,0102928000,Santo Domingo,ILOCOS SUR,cur:exact,393.0,202.0,,vital_events_2017.xlsx
2017,0102929000,Sigay,ILOCOS SUR,cur:exact,26.0,16.0,,vital_events_2017.xlsx
2017,0102930000,Sinait,ILOCOS SUR,cur:exact,346.0,204.0,,vital_events_2017.xlsx
2017,0102931000,Sugpon,ILOCOS SUR,cur:exact,66.0,22.0,,vital_events_2017.xlsx
2017,0102932000,Suyo,ILOCOS SUR,cur:exact,153.0,65.0,,vital_events_2017.xlsx
2017,0102933000,Tagudin,ILOCOS SUR,cur:exact,537.0,242.0,,vital_events_2017.xlsx
2017,0102934000,City of Vigan (Capital),ILOCOS SUR,cur:exact,708.0,414.0,,vital_events_2017.xlsx
2017,0103301000,Agoo,LA UNION,cur:exact,913.0,394.0,,vital_events_2017.xlsx
2017,0103302000,Aringay,LA UNION,cur:exact,704.0,310.0,,vital_events_2017.xlsx
2017,0103303000,Bacnotan,LA UNION,cur:exact,560.0,285.0,,vital_events_2017.xlsx
2017,0103304000,Bagulin,LA UNION,cur:exact,210.0,65.0,,vital_events_2017.xlsx
2017,0103305000,Balaoan,LA UNION,cur:exact,577.0,312.0,,vital_events_2017.xlsx
2017,0103306000,Bangar,LA UNION,cur:exact,485.0,284.0,,vital_events_2017.xlsx
2017,0103307000,Bauang,LA UNION,cur:exact,1135.0,504.0,,vital_events_2017.xlsx
2017,0103308000,Burgos,LA UNION,cur:exact,110.0,33.0,,vital_events_2017.xlsx
2017,0103309000,Caba,LA UNION,cur:exact,291.0,183.0,,vital_events_2017.xlsx
2017,0103310000,Luna,LA UNION,cur:exact,490.0,321.0,,vital_events_2017.xlsx
2017,0103311000,Naguilian,LA UNION,cur:exact,699.0,337.0,,vital_events_2017.xlsx
2017,0103312000,Pugo,LA UNION,cur:exact,236.0,111.0,,vital_events_2017.xlsx
2017,0103313000,Rosario,LA UNION,cur:exact,721.0,318.0,,vital_events_2017.xlsx
2017,0103314000,City of San Fernando (Capital),LA UNION,cur:exact,1837.0,812.0,,vital_events_2017.xlsx
2017,0103315000,San Gabriel,LA UNION,cur:exact,231.0,97.0,,vital_events_2017.xlsx
2017,0103316000,San Juan,LA UNION,cur:exact,497.0,269.0,,vital_events_2017.xlsx
2017,0103317000,Santo Tomas,LA UNION,cur:exact,549.0,235.0,,vital_events_2017.xlsx
2017,0103318000,Santol,LA UNION,cur:exact,216.0,68.0,,vital_events_2017.xlsx
2017,0103319000,Sudipen,LA UNION,cur:exact,215.0,116.0,,vital_events_2017.xlsx
2017,0103320000,Tubao,LA UNION,cur:exact,364.0,170.0,,vital_events_2017.xlsx
2017,0105501000,Agno,PANGASINAN,cur:exact,443.0,180.0,,vital_events_2017.xlsx
2017,0105502000,Aguilar,PANGASINAN,cur:exact,743.0,272.0,,vital_events_2017.xlsx
2017,0105503000,City of Alaminos,PANGASINAN,cur:exact,1635.0,629.0,,vital_events_2017.xlsx
2017,0105504000,Alcala,PANGASINAN,cur:exact,638.0,312.0,,vital_events_2017.xlsx
2017,0105505000,Anda,PANGASINAN,cur:exact,644.0,234.0,,vital_events_2017.xlsx
2017,0105506000,Asingan,PANGASINAN,cur:exact,816.0,412.0,,vital_events_2017.xlsx
2017,0105507000,Balungao,PANGASINAN,cur:exact,426.0,220.0,,vital_events_2017.xlsx
2017,0105508000,Bani,PANGASINAN,cur:exact,809.0,350.0,,vital_events_2017.xlsx
2017,0105509000,Basista,PANGASINAN,cur:exact,665.0,211.0,,vital_events_2017.xlsx
2017,0105510000,Bautista,PANGASINAN,cur:exact,561.0,196.0,,vital_events_2017.xlsx
2017,0105511000,Bayambang,PANGASINAN,cur:exact,2330.0,752.0,,vital_events_2017.xlsx
2017,0105512000,Binalonan,PANGASINAN,cur:exact,740.0,388.0,,vital_events_2017.xlsx
2017,0105513000,Binmaley,PANGASINAN,cur:exact,1482.0,624.0,,vital_events_2017.xlsx
2017,0105514000,Bolinao,PANGASINAN,cur:exact,1396.0,497.0,,vital_events_2017.xlsx
2017,0105515000,Bugallon,PANGASINAN,cur:exact,1212.0,454.0,,vital_events_2017.xlsx
2017,0105516000,Burgos,PANGASINAN,cur:exact,315.0,133.0,,vital_events_2017.xlsx
2017,0105517000,Calasiao,PANGASINAN,cur:exact,1662.0,553.0,,vital_events_2017.xlsx
2017,0105518000,Dagupan City,PANGASINAN,cur:exact,3264.0,1274.0,,vital_events_2017.xlsx
2017,0105519000,Dasol,PANGASINAN,cur:exact,546.0,194.0,,vital_events_2017.xlsx
2017,0105520000,Infanta,PANGASINAN,cur:exact,444.0,147.0,,vital_events_2017.xlsx
2017,0105521000,Labrador,PANGASINAN,cur:exact,367.0,152.0,,vital_events_2017.xlsx
2017,0105522000,Lingayen (Capital),PANGASINAN,cur:exact,1794.0,743.0,,vital_events_2017.xlsx
2017,0105523000,Mabini,PANGASINAN,cur:exact,496.0,166.0,,vital_events_2017.xlsx
2017,0105524000,Malasiqui,PANGASINAN,cur:exact,2369.0,911.0,,vital_events_2017.xlsx
2017,0105525000,Manaoag,PANGASINAN,cur:exact,1138.0,493.0,,vital_events_2017.xlsx
2017,0105526000,Mangaldan,PANGASINAN,cur:exact,1773.0,707.0,,vital_events_2017.xlsx
2017,0105527000,Mangatarem,PANGASINAN,cur:exact,1120.0,474.0,,vital_events_2017.xlsx
2017,0105528000,Mapandan,PANGASINAN,cur:exact,653.0,247.0,,vital_events_2017.xlsx
2017,0105529000,Natividad,PANGASINAN,cur:exact,374.0,161.0,,vital_events_2017.xlsx
2017,0105530000,Pozorrubio,PANGASINAN,cur:exact,1002.0,470.0,,vital_events_2017.xlsx
2017,0105531000,Rosales,PANGASINAN,cur:exact,1062.0,478.0,,vital_events_2017.xlsx
2017,0105532000,San Carlos City,PANGASINAN,cur:exact,3489.0,1267.0,,vital_events_2017.xlsx
2017,0105533000,San Fabian,PANGASINAN,cur:exact,1343.0,607.0,,vital_events_2017.xlsx
2017,0105534000,San Jacinto,PANGASINAN,cur:exact,718.0,284.0,,vital_events_2017.xlsx
2017,0105535000,San Manuel,PANGASINAN,cur:exact,728.0,322.0,,vital_events_2017.xlsx
2017,0105536000,San Nicolas,PANGASINAN,cur:exact,559.0,249.0,,vital_events_2017.xlsx
2017,0105537000,San Quintin,PANGASINAN,cur:exact,544.0,204.0,,vital_events_2017.xlsx
2017,0105538000,Santa Barbara,PANGASINAN,cur:exact,1440.0,498.0,,vital_events_2017.xlsx
2017,0105539000,Santa Maria,PANGASINAN,cur:exact,554.0,227.0,,vital_events_2017.xlsx
2017,0105540000,Santo Tomas,PANGASINAN,cur:exact,167.0,94.0,,vital_events_2017.xlsx
2017,0105541000,Sison,PANGASINAN,cur:exact,603.0,319.0,,vital_events_2017.xlsx
2017,0105542000,Sual,PANGASINAN,cur:exact,614.0,206.0,,vital_events_2017.xlsx
2017,0105543000,Tayug,PANGASINAN,cur:exact,760.0,332.0,,vital_events_2017.xlsx
2017,0105544000,Umingan,PANGASINAN,cur:exact,1145.0,495.0,,vital_events_2017.xlsx
2017,0105545000,Urbiztondo,PANGASINAN,cur:exact,1010.0,326.0,,vital_events_2017.xlsx
2017,0105546000,City of Urdaneta,PANGASINAN,cur:exact,2107.0,1024.0,,vital_events_2017.xlsx
2017,0105547000,Villasis,PANGASINAN,cur:exact,870.0,470.0,,vital_events_2017.xlsx
2017,0105548000,Laoac,PANGASINAN,cur:exact,410.0,227.0,,vital_events_2017.xlsx
2017,0200901000,Basco (Capital),BATANES,cur:exact,144.0,53.0,,vital_events_2017.xlsx
2017,0200902000,Itbayat,BATANES,cur:exact,36.0,28.0,,vital_events_2017.xlsx
2017,0200903000,Ivana,BATANES,cur:exact,15.0,19.0,,vital_events_2017.xlsx
2017,0200904000,Mahatao,BATANES,cur:exact,28.0,16.0,,vital_events_2017.xlsx
2017,0200905000,Sabtang,BATANES,cur:exact,23.0,19.0,,vital_events_2017.xlsx
2017,0200906000,Uyugan,BATANES,cur:exact,15.0,11.0,,vital_events_2017.xlsx
2017,0201501000,Abulug,CAGAYAN,cur:exact,382.0,210.0,,vital_events_2017.xlsx
2017,0201502000,Alcala,CAGAYAN,cur:exact,488.0,271.0,,vital_events_2017.xlsx
2017,0201503000,Allacapan,CAGAYAN,cur:exact,450.0,220.0,,vital_events_2017.xlsx
2017,0201504000,Amulung,CAGAYAN,cur:exact,717.0,303.0,,vital_events_2017.xlsx
2017,0201505000,Aparri,CAGAYAN,cur:exact,1103.0,442.0,,vital_events_2017.xlsx
2017,0201506000,Baggao,CAGAYAN,cur:exact,1083.0,471.0,,vital_events_2017.xlsx
2017,0201507000,Ballesteros,CAGAYAN,cur:exact,476.0,301.0,,vital_events_2017.xlsx
2017,0201508000,Buguey,CAGAYAN,cur:exact,434.0,193.0,,vital_events_2017.xlsx
2017,0201509000,Calayan,CAGAYAN,cur:exact,226.0,59.0,,vital_events_2017.xlsx
2017,0201510000,Camalaniugan,CAGAYAN,cur:exact,466.0,180.0,,vital_events_2017.xlsx
2017,0201511000,Claveria,CAGAYAN,cur:exact,380.0,233.0,,vital_events_2017.xlsx
2017,0201512000,Enrile,CAGAYAN,cur:exact,484.0,187.0,,vital_events_2017.xlsx
2017,0201513000,Gattaran,CAGAYAN,cur:exact,689.0,359.0,,vital_events_2017.xlsx
2017,0201514000,Gonzaga,CAGAYAN,cur:exact,680.0,280.0,,vital_events_2017.xlsx
2017,0201515000,Iguig,CAGAYAN,cur:exact,437.0,202.0,,vital_events_2017.xlsx
2017,0201516000,Lal-lo,CAGAYAN,cur:exact,656.0,284.0,,vital_events_2017.xlsx
2017,0201517000,Lasam,CAGAYAN,cur:exact,546.0,257.0,,vital_events_2017.xlsx
2017,0201518000,Pamplona,CAGAYAN,cur:exact,311.0,133.0,,vital_events_2017.xlsx
2017,0201519000,Peñablanca,CAGAYAN,cur:exact,826.0,266.0,,vital_events_2017.xlsx
2017,0201520000,Piat,CAGAYAN,cur:exact,334.0,198.0,,vital_events_2017.xlsx
2017,0201521000,Rizal,CAGAYAN,cur:exact,171.0,111.0,,vital_events_2017.xlsx
2017,0201522000,Sanchez-Mira,CAGAYAN,cur:exact,331.0,194.0,,vital_events_2017.xlsx
2017,0201523000,Santa Ana,CAGAYAN,cur:exact,516.0,180.0,,vital_events_2017.xlsx
2017,0201524000,Santa Praxedes,CAGAYAN,cur:exact,45.0,21.0,,vital_events_2017.xlsx
2017,0201525000,Santa Teresita,CAGAYAN,cur:exact,260.0,108.0,,vital_events_2017.xlsx
2017,0201526000,Santo Niño (Faire),CAGAYAN,cur:stripped,370.0,178.0,,vital_events_2017.xlsx
2017,0201527000,Solana,CAGAYAN,cur:exact,1226.0,553.0,,vital_events_2017.xlsx
2017,0201528000,Tuao,CAGAYAN,cur:exact,927.0,442.0,,vital_events_2017.xlsx
2017,0201529000,Tuguegarao City (Capital),CAGAYAN,cur:exact,2538.0,1076.0,,vital_events_2017.xlsx
2017,0203101000,Alicia,ISABELA,cur:exact,1033.0,426.0,,vital_events_2017.xlsx
2017,0203102000,Angadanan,ISABELA,cur:exact,623.0,270.0,,vital_events_2017.xlsx
2017,0203103000,Aurora,ISABELA,cur:exact,495.0,225.0,,vital_events_2017.xlsx
2017,0203104000,Benito Soliven,ISABELA,cur:exact,415.0,149.0,,vital_events_2017.xlsx
2017,0203105000,Burgos,ISABELA,cur:exact,342.0,163.0,,vital_events_2017.xlsx
2017,0203106000,Cabagan,ISABELA,cur:exact,732.0,309.0,,vital_events_2017.xlsx
2017,0203107000,Cabatuan,ISABELA,cur:exact,539.0,248.0,,vital_events_2017.xlsx
2017,0203108000,City of Cauayan,ISABELA,cur:exact,2194.0,798.0,,vital_events_2017.xlsx
2017,0203109000,Cordon,ISABELA,cur:exact,786.0,253.0,,vital_events_2017.xlsx
2017,0203110000,Dinapigue,ISABELA,cur:exact,88.0,17.0,,vital_events_2017.xlsx
2017,0203111000,Divilacan,ISABELA,cur:exact,56.0,23.0,,vital_events_2017.xlsx
2017,0203112000,Echague,ISABELA,cur:exact,1236.0,508.0,,vital_events_2017.xlsx
2017,0203113000,Gamu,ISABELA,cur:exact,426.0,189.0,,vital_events_2017.xlsx
2017,0203114000,Ilagan City (Capital),ISABELA,cur:exact,2414.0,742.0,,vital_events_2017.xlsx
2017,0203115000,Jones,ISABELA,cur:exact,563.0,293.0,,vital_events_2017.xlsx
2017,0203116000,Luna,ISABELA,cur:exact,258.0,121.0,,vital_events_2017.xlsx
2017,0203117000,Maconacon,ISABELA,cur:exact,45.0,27.0,,vital_events_2017.xlsx
2017,0203118000,Delfin Albano (Magsaysay),ISABELA,cur:stripped,435.0,173.0,,vital_events_2017.xlsx
2017,0203119000,Mallig,ISABELA,cur:exact,514.0,187.0,,vital_events_2017.xlsx
2017,0203120000,Naguilian,ISABELA,cur:exact,474.0,214.0,,vital_events_2017.xlsx
2017,0203121000,Palanan,ISABELA,cur:exact,240.0,46.0,,vital_events_2017.xlsx
2017,0203122000,Quezon,ISABELA,cur:exact,436.0,137.0,,vital_events_2017.xlsx
2017,0203123000,Quirino,ISABELA,cur:exact,312.0,159.0,,vital_events_2017.xlsx
2017,0203124000,Ramon,ISABELA,cur:exact,918.0,337.0,,vital_events_2017.xlsx
2017,0203125000,Reina Mercedes,ISABELA,cur:exact,365.0,156.0,,vital_events_2017.xlsx
2017,0203126000,Roxas,ISABELA,cur:exact,1055.0,413.0,,vital_events_2017.xlsx
2017,0203127000,San Agustin,ISABELA,cur:exact,234.0,115.0,,vital_events_2017.xlsx
2017,0203128000,San Guillermo,ISABELA,cur:exact,314.0,91.0,,vital_events_2017.xlsx
2017,0203129000,San Isidro,ISABELA,cur:exact,334.0,144.0,,vital_events_2017.xlsx
2017,0203130000,San Manuel,ISABELA,cur:exact,510.0,199.0,,vital_events_2017.xlsx
2017,0203131000,San Mariano,ISABELA,cur:exact,814.0,282.0,,vital_events_2017.xlsx
2017,0203132000,San Mateo,ISABELA,cur:exact,949.0,422.0,,vital_events_2017.xlsx
2017,0203133000,San Pablo,ISABELA,cur:exact,360.0,141.0,,vital_events_2017.xlsx
2017,0203134000,Santa Maria,ISABELA,cur:exact,372.0,143.0,,vital_events_2017.xlsx
2017,0203135000,City of Santiago,ISABELA,cur:exact,2746.0,915.0,,vital_events_2017.xlsx
2017,0203136000,Santo Tomas,ISABELA,cur:exact,289.0,115.0,,vital_events_2017.xlsx
2017,0203137000,Tumauini,ISABELA,cur:exact,1085.0,315.0,,vital_events_2017.xlsx
2017,0205001000,Ambaguio,NUEVA VIZCAYA,cur:exact,262.0,29.0,,vital_events_2017.xlsx
2017,0205002000,Aritao,NUEVA VIZCAYA,cur:exact,748.0,243.0,,vital_events_2017.xlsx
2017,0205003000,Bagabag,NUEVA VIZCAYA,cur:exact,614.0,250.0,,vital_events_2017.xlsx
2017,0205004000,Bambang,NUEVA VIZCAYA,cur:exact,1037.0,334.0,,vital_events_2017.xlsx
2017,0205005000,Bayombong (Capital),NUEVA VIZCAYA,cur:exact,1153.0,410.0,,vital_events_2017.xlsx
2017,0205006000,Diadi,NUEVA VIZCAYA,cur:exact,325.0,77.0,,vital_events_2017.xlsx
2017,0205007000,Dupax del Norte,NUEVA VIZCAYA,cur:exact,595.0,144.0,,vital_events_2017.xlsx
2017,0205008000,Dupax del Sur,NUEVA VIZCAYA,cur:exact,318.0,100.0,,vital_events_2017.xlsx
2017,0205009000,Kasibu,NUEVA VIZCAYA,cur:exact,817.0,138.0,,vital_events_2017.xlsx
2017,0205010000,Kayapa,NUEVA VIZCAYA,cur:exact,468.0,82.0,,vital_events_2017.xlsx
2017,0205011000,Quezon,NUEVA VIZCAYA,cur:exact,418.0,98.0,,vital_events_2017.xlsx
2017,0205012000,Santa Fe,NUEVA VIZCAYA,cur:exact,307.0,74.0,,vital_events_2017.xlsx
2017,0205013000,Solano,NUEVA VIZCAYA,cur:exact,1111.0,459.0,,vital_events_2017.xlsx
2017,0205014000,Villaverde,NUEVA VIZCAYA,cur:exact,318.0,127.0,,vital_events_2017.xlsx
2017,0205015000,Alfonso Castañeda,NUEVA VIZCAYA,cur:exact,125.0,34.0,,vital_events_2017.xlsx
2017,0205701000,Aglipay,QUIRINO,cur:exact,472.0,158.0,,vital_events_2017.xlsx
2017,0205702000,Cabarroguis (Capital),QUIRINO,cur:exact,612.0,180.0,,vital_events_2017.xlsx
2017,0205703000,Diffun,QUIRINO,cur:exact,974.0,257.0,,vital_events_2017.xlsx
2017,0205704000,Maddela,QUIRINO,cur:exact,597.0,216.0,,vital_events_2017.xlsx
2017,0205705000,Saguday,QUIRINO,cur:exact,259.0,97.0,,vital_events_2017.xlsx
2017,0205706000,Nagtipunan,QUIRINO,cur:exact,353.0,85.0,,vital_events_2017.xlsx
2017,0300801000,Abucay,BATAAN,cur:exact,683.0,258.0,,vital_events_2017.xlsx
2017,0300802000,Bagac,BATAAN,cur:exact,582.0,166.0,,vital_events_2017.xlsx
2017,0300803000,City of Balanga (Capital),BATAAN,cur:exact,1795.0,608.0,,vital_events_2017.xlsx
2017,0300804000,Dinalupihan,BATAAN,cur:exact,1893.0,639.0,,vital_events_2017.xlsx
2017,0300805000,Hermosa,BATAAN,cur:exact,1174.0,455.0,,vital_events_2017.xlsx
2017,0300806000,Limay,BATAAN,cur:exact,1365.0,441.0,,vital_events_2017.xlsx
2017,0300807000,Mariveles,BATAAN,cur:exact,2554.0,654.0,,vital_events_2017.xlsx
2017,0300808000,Morong,BATAAN,cur:exact,619.0,176.0,,vital_events_2017.xlsx
2017,0300809000,Orani,BATAAN,cur:exact,1270.0,459.0,,vital_events_2017.xlsx
2017,0300810000,Orion,BATAAN,cur:exact,1033.0,356.0,,vital_events_2017.xlsx
2017,0300811000,Pilar,BATAAN,cur:exact,783.0,269.0,,vital_events_2017.xlsx
2017,0300812000,Samal,BATAAN,cur:exact,615.0,213.0,,vital_events_2017.xlsx
2017,0301401000,Angat,BULACAN,cur:exact,1056.0,379.0,,vital_events_2017.xlsx
2017,0301402000,Balagtas (Bigaa),BULACAN,cur:stripped,1134.0,493.0,,vital_events_2017.xlsx
2017,0301403000,Baliuag,BULACAN,cur:based,2431.0,954.0,,vital_events_2017.xlsx
2017,0301404000,Bocaue,BULACAN,cur:exact,2232.0,806.0,,vital_events_2017.xlsx
2017,0301405000,Bulacan,BULACAN,cur:exact,971.0,535.0,,vital_events_2017.xlsx
2017,0301406000,Bustos,BULACAN,cur:exact,1100.0,400.0,,vital_events_2017.xlsx
2017,0301407000,Calumpit,BULACAN,cur:exact,1638.0,734.0,,vital_events_2017.xlsx
2017,0301408000,Guiguinto,BULACAN,cur:exact,1519.0,627.0,,vital_events_2017.xlsx
2017,0301409000,Hagonoy,BULACAN,cur:exact,1973.0,871.0,,vital_events_2017.xlsx
2017,0301410000,City of Malolos (Capital),BULACAN,cur:exact,3462.0,1633.0,,vital_events_2017.xlsx
2017,0301411000,Marilao,BULACAN,cur:exact,3629.0,1021.0,,vital_events_2017.xlsx
2017,0301412000,City of Meycauayan,BULACAN,cur:exact,3601.0,1289.0,,vital_events_2017.xlsx
2017,0301413000,Norzagaray,BULACAN,cur:exact,2012.0,607.0,,vital_events_2017.xlsx
2017,0301414000,Obando,BULACAN,cur:exact,693.0,403.0,,vital_events_2017.xlsx
2017,0301415000,Pandi,BULACAN,cur:exact,1752.0,591.0,,vital_events_2017.xlsx
2017,0301416000,Paombong,BULACAN,cur:exact,756.0,363.0,,vital_events_2017.xlsx
2017,0301417000,Plaridel,BULACAN,cur:exact,1654.0,695.0,,vital_events_2017.xlsx
2017,0301418000,Pulilan,BULACAN,cur:exact,1629.0,599.0,,vital_events_2017.xlsx
2017,0301419000,San Ildefonso,BULACAN,cur:exact,1582.0,592.0,,vital_events_2017.xlsx
2017,0301420000,City of San Jose del Monte,BULACAN,cur:exact,8484.0,3219.0,,vital_events_2017.xlsx
2017,0301421000,San Miguel,BULACAN,cur:exact,2124.0,899.0,,vital_events_2017.xlsx
2017,0301422000,San Rafael,BULACAN,cur:exact,1411.0,605.0,,vital_events_2017.xlsx
2017,0301423000,Santa Maria,BULACAN,cur:exact,4262.0,1461.0,,vital_events_2017.xlsx
2017,0301424000,Doña Remedios Trinidad,BULACAN,cur:exact,308.0,87.0,,vital_events_2017.xlsx
2017,0304901000,Aliaga,NUEVA ECIJA,cur:exact,934.0,429.0,,vital_events_2017.xlsx
2017,0304902000,Bongabon,NUEVA ECIJA,cur:exact,776.0,365.0,,vital_events_2017.xlsx
2017,0304903000,Cabanatuan City,NUEVA ECIJA,cur:exact,4217.0,1878.0,,vital_events_2017.xlsx
2017,0304904000,Cabiao,NUEVA ECIJA,cur:exact,1325.0,433.0,,vital_events_2017.xlsx
